col_hex_8,Morti,Feriti,hour-0-7,hour-8-15,hour-16-23,end_of_week,Contro ostacoli,Contro veicoli fermi,Da solo,Investimento,Scontro fra veicoli in movimento,Tamponamento,Altro tipo di strada,Curva,Incrocio,Intersezione,Rettilineo,Rotatoria,asciutto,bagnato,ghiacciato,viscido,Altra pavimentazione,Asfaltata,In cubetti di porfido,Strada pavimentata dissestata,auto,moto,bus,camion,lavoro,bici,elettrici,altro,Altro tempo,Nebbia,Nuvoloso,Pioggia,Sereno,Altra strada,Provinciale,Regionale,Statale,Urbana,Traffico Intenso,Traffico Normale,Traffico Scarso,y,media veicoli coinvolti,luce,centro abitato
881ea550dbfffff,0.0,16.0,0.0,0.6428571428571429,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.0,0.0,0.14285714285714285,0.35714285714285715,0.42857142857142855,0.0,0.21428571428571427,0.42857142857142855,0.0,0.35714285714285715,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.2857142857142857,0.0,0.2857142857142857,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.9285714285714286,0.07142857142857142,14,2.142857142857143,0.9285714285714286,1.0
881ea55213fffff,0.0,6.0,0.125,0.25,0.625,0.125,0.0,0.0,0.125,0.0,0.875,0.0,0.0,0.125,0.125,0.0,0.75,0.0,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.25,0.5,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.125,0.625,0.0,0.125,0.0,0.0,0.875,0.0,0.625,0.375,8,1.875,0.75,0.875
881ea55281fffff,5.0,421.0,0.08053691275167785,0.5659955257270693,0.3534675615212528,0.22595078299776286,0.024608501118568233,0.006711409395973154,0.07158836689038031,0.1185682326621924,0.5592841163310962,0.21923937360178972,0.0,0.035794183445190156,0.4541387024608501,0.06263982102908278,0.378076062639821,0.06935123042505593,0.8187919463087249,0.1789709172259508,0.0022371364653243847,0.0,0.0,1.0,0.0,0.0,1.2595078299776286,0.2483221476510067,0.02237136465324385,0.10961968680089486,0.0022371364653243847,0.24384787472035793,0.0,0.0044742729306487695,0.0,0.0022371364653243847,0.10514541387024609,0.12527964205816555,0.767337807606264,1.0,0.11185682326621924,0.0,0.0,0.8859060402684564,0.2058165548098434,0.6577181208053692,0.13646532438478748,447,1.903803131991052,0.7986577181208053,0.9955257270693513
881ea55283fffff,0.0,352.0,0.06329113924050633,0.5569620253164557,0.379746835443038,0.22531645569620254,0.053164556962025315,0.08607594936708861,0.053164556962025315,0.1518987341772152,0.4759493670886076,0.17974683544303796,0.005063291139240506,0.020253164556962026,0.4379746835443038,0.020253164556962026,0.5113924050632911,0.005063291139240506,0.8607594936708861,0.1341772151898734,0.005063291139240506,0.0,0.010126582278481013,0.7063291139240506,0.28354430379746837,0.0,1.2354430379746835,0.1670886075949367,0.043037974683544304,0.11139240506329114,0.005063291139240506,0.31139240506329113,0.0,0.012658227848101266,0.007594936708860759,0.005063291139240506,0.15443037974683543,0.07341772151898734,0.759493670886076,1.0,0.0,0.0,0.0,0.9974683544303797,0.16962025316455695,0.5569620253164557,0.27341772151898736,395,1.8962025316455693,0.8075949367088607,0.9974683544303797
881ea55285fffff,0.0,101.0,0.0873015873015873,0.49206349206349204,0.42063492063492064,0.21428571428571427,0.007936507936507936,0.03968253968253968,0.07142857142857142,0.015873015873015872,0.5952380952380952,0.2698412698412698,0.1111111111111111,0.05555555555555555,0.49206349206349204,0.0,0.3333333333333333,0.007936507936507936,0.8412698412698413,0.14285714285714285,0.015873015873015872,0.0,0.007936507936507936,0.9920634920634921,0.0,0.0,1.6587301587301588,0.19047619047619047,0.0,0.1746031746031746,0.0,0.07936507936507936,0.0,0.0,0.023809523809523808,0.007936507936507936,0.14285714285714285,0.07936507936507936,0.746031746031746,0.0,0.03968253968253968,0.023809523809523808,0.3412698412698413,0.5952380952380952,0.2857142857142857,0.5634920634920635,0.15079365079365079,126,2.111111111111111,0.8412698412698413,0.9841269841269841
881ea55287fffff,2.0,248.0,0.05434782608695652,0.6268115942028986,0.3188405797101449,0.2210144927536232,0.025362318840579712,0.010869565217391304,0.08695652173913043,0.025362318840579712,0.7536231884057971,0.09782608695652174,0.007246376811594203,0.028985507246376812,0.717391304347826,0.0,0.2028985507246377,0.043478260869565216,0.8514492753623188,0.14492753623188406,0.0036231884057971015,0.0,0.0036231884057971015,0.9963768115942029,0.0,0.0,1.289855072463768,0.15579710144927536,0.028985507246376812,0.11956521739130435,0.0,0.2971014492753623,0.0,0.0,0.007246376811594203,0.0,0.15217391304347827,0.09782608695652174,0.7427536231884058,2.0,0.0,0.0,0.0,0.9927536231884058,0.06521739130434782,0.6630434782608695,0.2717391304347826,276,1.9057971014492756,0.8623188405797102,0.9927536231884058
881ea55289fffff,0.0,119.0,0.07913669064748201,0.6330935251798561,0.28776978417266186,0.18705035971223022,0.03597122302158273,0.03597122302158273,0.08633093525179857,0.02158273381294964,0.7410071942446043,0.07913669064748201,0.0,0.04316546762589928,0.4892086330935252,0.1079136690647482,0.33093525179856115,0.02877697841726619,0.8057553956834532,0.17266187050359713,0.014388489208633094,0.007194244604316547,0.0,1.0,0.0,0.0,1.3453237410071943,0.302158273381295,0.014388489208633094,0.11510791366906475,0.0,0.17266187050359713,0.0,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.12949640287769784,0.10071942446043165,0.7553956834532374,1.0,0.02877697841726619,0.0,0.0,0.9640287769784173,0.03597122302158273,0.6330935251798561,0.33093525179856115,139,1.9568345323741008,0.8201438848920863,0.9856115107913669
881ea5528bfffff,2.0,280.0,0.06620209059233449,0.5331010452961672,0.40069686411149824,0.18466898954703834,0.006968641114982578,0.020905923344947737,0.041811846689895474,0.08362369337979095,0.7142857142857143,0.13240418118466898,0.0,0.027874564459930314,0.4250871080139373,0.07665505226480836,0.47038327526132406,0.0,0.8571428571428571,0.13937282229965156,0.003484320557491289,0.0,0.0,1.0,0.0,0.0,1.3031358885017421,0.2682926829268293,0.0,0.11149825783972125,0.006968641114982578,0.31010452961672474,0.0,0.0,0.006968641114982578,0.0,0.14634146341463414,0.08013937282229965,0.7665505226480837,2.0,0.21602787456445993,0.0,0.003484320557491289,0.7735191637630662,0.2613240418118467,0.5853658536585366,0.15331010452961671,287,2.0174216027874565,0.8153310104529616,0.975609756097561
881ea5528dfffff,3.0,201.0,0.08444444444444445,0.5244444444444445,0.39111111111111113,0.24888888888888888,0.03111111111111111,0.022222222222222223,0.12,0.07555555555555556,0.5822222222222222,0.1688888888888889,0.008888888888888889,0.05333333333333334,0.36444444444444446,0.14222222222222222,0.28444444444444444,0.14666666666666667,0.8177777777777778,0.17777777777777778,0.0,0.0044444444444444444,0.0044444444444444444,0.9955555555555555,0.0,0.0,1.2355555555555555,0.19111111111111112,0.017777777777777778,0.21333333333333335,0.0044444444444444444,0.21333333333333335,0.0,0.008888888888888889,0.0,0.0044444444444444444,0.13333333333333333,0.12,0.7422222222222222,0.0,0.05333333333333334,0.02666666666666667,0.43555555555555553,0.48444444444444446,0.14222222222222222,0.7066666666666667,0.1511111111111111,225,1.9066666666666667,0.7822222222222223,0.9911111111111112
881ea55291fffff,0.0,44.0,0.07407407407407407,0.6666666666666666,0.25925925925925924,0.2962962962962963,0.037037037037037035,0.0,0.2222222222222222,0.018518518518518517,0.6666666666666666,0.05555555555555555,0.018518518518518517,0.14814814814814814,0.5370370370370371,0.037037037037037035,0.25925925925925924,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.0,1.1296296296296295,0.25925925925925924,0.0,0.1111111111111111,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.18518518518518517,0.05555555555555555,0.7592592592592593,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.5925925925925926,0.37037037037037035,54,1.7777777777777777,0.8888888888888888,1.0
